,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
4,,19.0769,72.9042, Sindhu Wadi ,,wikivoyage,red, , ,See,"This is a landmark arch with the words ""Sindhu Wadi"" and a big clock.","(19.0769, 72.9042)",,,,,,,,,"(19.0769, 72.9042)"
3,,19.0772,72.9033,Sanyas Ashram,,wikivoyage,red,"Rajawadi Rd NO.7, 32/33 ", ,See," As the name suggests, it is a transit point for the Sanyasis (the Hindu monks). It has the idols of all the major Gods and Goddesses","(19.0772, 72.9033)",,,,,,,,,"(19.0772, 72.9033)"
2,,19.07818,72.90244,Rajawadi Garden ,,wikivoyage,red,"Rajawadi Road Number 3, Rajawadi, Ghatkopar East ", ,See, This is the first municipal garden in it is a place which morning walkers have been using since a pretty long time.,"(19.07818, 72.90244)",,,,,,,,,"(19.07818, 72.90244)"
1,,19.0777,72.8985,Hanuman Temple ,,wikivoyage,red,"Vidyavihar Station Skywalk, ONGC Colony ", ,See,"It has gone through a major renovation. In the good old days, it has a rural charm with a huge tree in the backyard.","(19.0777, 72.8985)",,,,,,,,,"(19.0777, 72.8985)"
0,,19.08378,72.88236,Bail Bazaar and Sindhi Camp ,,wikivoyage,red,"Lal Bahadur Shastri Rd, Bail Bajar, Sakinaka ", ,See," Is an area in the northern end of Kurla West (populated by mostly Sindhi's, Kanojia's and Malwanis)","(19.08378, 72.88236)",,,,,,,,,"(19.08378, 72.88236)"
7,,19.04371,72.81904,Taj Lands End ,,wikivoyage,red,"Byramji Jeejeebhoy Rd, Bandstand, Bandra W ",https://taj.tajhotels.com/en-in/taj-lands-end-mumbai/ ,Sleep_Splurge,,"(19.04371, 72.81904)",,,,,,,,,"(19.04371, 72.81904)"
6,,19.0675,72.86926,Sofitel Mumbai BKC ,,wikivoyage,red,"Bandra Kurla Complex, Bandra E ", ,Sleep_Splurge,,"(19.0675, 72.86926)",,,,,,,,,"(19.0675, 72.86926)"
5,,19.1085,72.8244,Novotel Mumbai Juhu Beach ,,wikivoyage,red, , ,Sleep_Splurge,,"(19.1085, 72.8244)",,,,,,,,,"(19.1085, 72.8244)"
4,,19.101775,72.827032,JW Marriott Mumbai Juhu ,,wikivoyage,red,Juhu Tara Rd ,https://www.marriott.com/BOMJW ,Sleep_Splurge,"A 20-minute drive from the airport, near Juhu beach, offers a great view of the Arabian sea.","(19.101775, 72.827032)",,,,,,,,,"(19.101775, 72.827032)"
3,,19.122147,72.866391,Hotel Bindra Supremacy ,,wikivoyage,red, , ,Sleep_Splurge,,"(19.122147, 72.866391)",,,,,,,,,"(19.122147, 72.866391)"
2,,19.06159,72.83252,Grand Residency Hotel & Serviced Apartments ,,wikivoyage,red, , ,Sleep_Splurge,,"(19.06159, 72.83252)",,,,,,,,,"(19.06159, 72.83252)"
1,,19.07691,72.85132,Grand Hyatt Mumbai ,,wikivoyage,red,Santacruz E ,http://mumbai.grand.hyatt.com/ ,Sleep_Splurge,Five star lifestyle complex. Has two outdoor pools and a spa.,"(19.07691, 72.85132)",,,,,,,,,"(19.07691, 72.85132)"
6,,19.09848565,72.82648404357477,Ramada Plaza Palm Grove ,,wikivoyage,red, ,http://www.ramadaplaza-juhu.com ,Sleep_Mid-range,"Juhu Beach, Mumbai. Complimentary Buffet breakfast.","(19.09848565, 72.82648404357477)",,,,,,,,,"(19.09848565, 72.82648404357477)"
5,,19.06782,72.83637,Oriental Residency ,,wikivoyage,red, , ,Sleep_Mid-range,,"(19.06782, 72.83637)",,,,,,,,,"(19.06782, 72.83637)"
2,,19.1123,72.86802,Kohinoor Continental ,,wikivoyage,red,"Andheri-Kurla Road, Andheri E ", ,Sleep_Mid-range,,"(19.1123, 72.86802)",,,,,,,,,"(19.1123, 72.86802)"
1,,19.111528,72.878136,Hotel Wego ,,wikivoyage,red, , ,Sleep_Mid-range,,"(19.111528, 72.878136)",,,,,,,,,"(19.111528, 72.878136)"
5,,59.9136798,10.7578797,Zenzi ,,wikivoyage,red, , ,Drink_Parties,"Decent music, good crowd, expensive drinks. No entry charge.","(59.9136798, 10.7578797)",,,,,,,,,"(59.9136798, 10.7578797)"
4,,42.872592,-97.298604,Poison ,,wikivoyage,red, , ,Drink_Parties,One of the more popular city nightclubs.,"(42.872592, -97.298604)",,,,,,,,,"(42.872592, -97.298604)"
3,,-25.03129745,46.98452342741959,Hawaiian Shack ,,wikivoyage,red, , ,Drink,"Cheap drinks, good rock music. Four floors including a rooftop. Dance music on upper floors.","(-25.03129745, 46.98452342741959)",,,,,,,,,"(-25.03129745, 46.98452342741959)"
6,,-33.3233333,151.3094444,Palm Grove ,,wikivoyage,red, ,http://www.ramada.com ,Eat_Splurge,"Ramada Plaza Palm, Juhu Beach, Mumbai ''+91 22'' 2611 2323, is a place that offers surprisingly great ambiance and some really economical beer. The service is good and they have a live band in the evenings (7PM-11PM). Happy hour (about 25% discount on food and beverage) extends up to 7PM. The crowd is fairly decent and includes a fair sprinkling of Europeans in the evenings. (Expect to spend about ₹120 ($3) for a beer (+ complimentary snacks) and ₹180 - ₹270 ($4 - $6) for add on snacks to go with the beer.","(-33.3233333, 151.3094444)",,,,,,,,,"(-33.3233333, 151.3094444)"
2,,19.06541,72.8344,Linking Road ,,wikivoyage,red, , ,Buy,"The third largest shopping district in India in terms of revenue and footfalls, with world-class stores like Esprit, Tommy, Mango, Nine West, Benetton, etc.","(19.06541, 72.8344)",,,,,,,,,"(19.06541, 72.8344)"
1,,19.141068,72.8311556,Infinity Mall ,,wikivoyage,red, , ,Buy,"Good place for shopping at Andheri (West) Linking Road. Includes movie theatres, as well as Landmark, one of the best book, music, and DVD stores in Mumbai. ","(19.141068, 72.8311556)",,,,,,,,,"(19.141068, 72.8311556)"
0,,-33.8445184,151.0573467,Hill Road ,,wikivoyage,red, , ,Buy," Shopping area lined with malls, stores, shops, and hawkers selling branded (and cheap) export surplus clothes.","(-33.8445184, 151.0573467)",,,,,,,,,"(-33.8445184, 151.0573467)"
7,,19.0522188,72.8247335,Mehboob Studio ,,wikivoyage,red, , ,Do,This is where some of the famous Bollywood films of yester-year were made.,"(19.0522188, 72.8247335)",,,,,,,,,"(19.0522188, 72.8247335)"
4,,19.059,72.821,Jogger's Park ,,wikivoyage,red, , ,Do,A {{m,"(19.059, 72.821)",,,,,,,,,"(19.059, 72.821)"
3,,19.065185,72.823235,Carter Road Promenade ,,wikivoyage,red,Bandra , ,Do,This is a {{km,"(19.065185, 72.823235)",,,,,,,,,"(19.065185, 72.823235)"
1,,19.042719,72.819131,Bandstand Promenade ,,wikivoyage,red,Bandra W , ,Do,A {{km,"(19.042719, 72.819131)",,,,,,,,,"(19.042719, 72.819131)"
0,,19.129407,72.835295,Andheri Sports Complex ,,wikivoyage,red,"Veerai Desai Rd, Andheri W ", ,Do,"A multi-purpose sports facility. The sports complex has an Olympic size swimming pool, a diving pool with 4 diving levels and an association football stadium known as Mumbai Football Arena.","(19.129407, 72.835295)",,,,,,,,,"(19.129407, 72.835295)"
1,,19.055,72.8244,St Andrew's Church ,,wikivoyage,red,Bandra ,http://standrewchurch.in/ ,See_Places of worship_Churches,"It is one of the oldest churches in Mumbai, Originally built by the Portuguese Jesuits in 1575. It used to be the only church in Bandra till the first quarter of the 17th century.","(19.055, 72.8244)",,,,,,,,,"(19.055, 72.8244)"
0,,19.046667,72.8225,Basilica of Our Lady of the Mount ,,wikivoyage,red,"Mount Mary Church Rd, Bandra W ",http://www.mountmarybasilicabandra.in/ ,See_Places of worship_Churches,"This is probably Mumbai's most famous church, a Roman Catholic Basilica. The basilica stands on a hillock, about 80 metres above sea level overlooking the Arabian Sea. - A fair held annually on the Sunday following September 8 (which is the Feast of Our Lady of the Mount) draws visitors from all religions. - The chapel of Mount Mary, was built around 1640. The chapel was destroyed in 1738 by the Marathas during their invasion. The statue of the Virgin was recovered from the sea by fishermen and temporarily installed in St. Andrew's Church, before being shifted to the rebuilt Mount Mary's Church in 1761, the year marking the beginning of the Feast of Our Lady of the Mount, also known as the Monti Fest or the Bandra Feast. To this day, the statue is venerated and many miracles, minor and major, are attributed to the Lady of the Mount. The architect of Mount Mary's church was a Bombay architect Shahpoorjee Chandabhoy. The basilica was built in 1904.","(19.046667, 72.8225)",,,,,,,,,"(19.046667, 72.8225)"
0,,19.042444,72.819817,Kadeshwari Devi Temple ,,wikivoyage,red,"Bandstand, Bandra ", ,See_Places of worship_Temples,,"(19.042444, 72.819817)",,,,,,,,,"(19.042444, 72.819817)"
1,,19.132283,72.794786,Madh Fort ,,wikivoyage,red,"Kileshwar Rd, Madh ", ,See_Forts,A 17th-century Portuguese fort which doubled up as a watch tower. It is under the Indian Air Force and permission is required to access the interiors. The exteriors are accessible and are more or less intact.,"(19.132283, 72.794786)",,,,,,,,,"(19.132283, 72.794786)"
0,,19.04199,72.81848,Bandra Fort ,,wikivoyage,red,"at the tip of the Bandra promontory, Bandstand Rd, Bandra W ", ,See_Forts,"Built by the Portuguese in 1640 to mark the southernmost tip of the mainland (i.e. Salsette Island). Not many remains. It was built as a watchtower overlooking Mahim Bay, the Arabian Sea and the southern island of Mahim. Castella de Aguada has been featured in several Hindi films.","(19.04199, 72.81848)",,,,,,,,,"(19.04199, 72.81848)"
1,,19.1300798,72.8731738,Mahakali Caves ,,wikivoyage,red,"Mahakali Caves Rd, Sunder Nagar, Andheri East ", ,See_Caves,The complex consists of 19 rock cut caves constructed between 1st century BCE to 6th century CE. The caves are divided into two parts. South East section has 15 caves while the North West section has 4 caves. Kondivite (Cave 9) is the largest cave and the only one to house a ''chaitya''. Cave 9 also houses several sculptures of Buddha but the figures are mutilated.,"(19.1300798, 72.8731738)",,,,,,,,,"(19.1300798, 72.8731738)"
0,,19.138842,72.857086,Jogeshwari Caves ,,wikivoyage,red,"Gupha Tekdi, Jogeshwari ", ,See_Caves,Consisting of a single cave dating back to 520 to 550 CE.,"(19.138842, 72.857086)",,,,,,,,,"(19.138842, 72.857086)"
0,,19.1,72.83,Juhu Beach ,,wikivoyage,red, , ,See_Beaches,"On the shores of the Arabian Sea, the beach stretches for six kilometres up to Versova. The short, rocky formations make up the Juhu Beach unlike the Marina Beach in Chennai that is primarily sandy. It is a tourist attraction throughout the year and is also a destination for shooting films. The beach generally gets more crowded on weekends and public holidays. The food court at its main entrance is known for the street food common in the city, notably bhelpuri, pani puri and sev puri. Acrobats, dancing monkeys, cricket matches, toy sellers,Youth are playing old games vie for tourist's attention. The beach is among the most popular sites in the city for the annual Ganesh Chaturthi celebrations where thousands of devotees arrive in grand processions, carrying idols of the Lord Ganesha of various sizes, to be immersed in the sea at the beach. Juhu Beach is also a common spot for plane spotting. There are several small entrances to the beach throughout the stretch, however the main and most used entrance is near Hotel Ramada Plaza By Wyndham Palm Grove. The best time to visit Juhu Beach is from September to May, as during the monsoon period of June to August the tide is mostly high which makes it dangerous to wander around on the beach.","(19.1, 72.83)",,,,,,,,,"(19.1, 72.83)"
0,,19.03648,72.81725,Bandra-Worli Sea Link ,,wikivoyage,red, , ,See_Bandra–Worli Sea Link,"The longest sea bridge and the 4th longest bridge in India, connecting Bandra to Worli. It has reduced the travel time between Bandra and Worli during peak hours from 20 to 30 minutes to 10 minutes. However, you should avoid walking on the bridge since it is not designed for walking.","(19.03648, 72.81725)",,,,,,,,,"(19.03648, 72.81725)"
1,,19.06587,72.826744,Pali Hill ,,wikivoyage,red, , ,See,,"(19.06587, 72.826744)",,,,,,,,,"(19.06587, 72.826744)"
0,,19.0595,72.863,Bandra Kurla Complex ,,wikivoyage,red, , ,See,"In the 1980s, a well-intentioned attempt to set up a new business district away from Nariman Point resulted in the establishment of the Bandra Kurla Complex (BKC). Most of the larger financial banks and companies moved to this place. The US Consulate is also in BKC. This is a nice-looking place, but it was built by filling up the mouth of the Mithi River. This is said to have worsened the impact of the worst flood in the city's history on 26 July 2005.","(19.0595, 72.863)",,,,,,,,,"(19.0595, 72.863)"
0,,19.01612,72.84598,Dadar Post Office ,,wikivoyage,red,"Lokmanya Tilak Colony, Dadar East ",http://indiapost.gov.in ,Connect,,"(19.01612, 72.84598)",,,,,,,,,"(19.01612, 72.84598)"
0,,19.01686,72.84619,Hotel Midtown Pritam ,,wikivoyage,red,"Sir Bhalchandra Road, Dadar(E) ",http://midtown.pritamhotels.com/ ,Sleep_Splurge,This is a decently good hotel and is very close to Dadar station. - Here is the '''Pritam Da Dhaba''': a traditional Punjabi restaurant with a very warm interior ideal for a quite drink,"(19.01686, 72.84619)",,,,,,,,,"(19.01686, 72.84619)"
0,,5.4168728,100.3400144,--,,wikivoyage,red,,,Drink,,"(5.4168728, 100.3400144)",,,,,,,,,"(5.4168728, 100.3400144)"
6,,22.5137804,88.34363,Sarada Bhavan ,,wikivoyage,red, , ,Eat_Udupi restaurant,,"(22.5137804, 88.34363)",,,,,,,,,"(22.5137804, 88.34363)"
3,,19.0276726,72.8550473,Cafe Madras ,,wikivoyage,red, , ,Eat_Udupi restaurant,,"(19.0276726, 72.8550473)",,,,,,,,,"(19.0276726, 72.8550473)"
2,,35.6975457,139.6797349,Cafe Mysore ,,wikivoyage,red, , ,Eat_Udupi restaurant,,"(35.6975457, 139.6797349)",,,,,,,,,"(35.6975457, 139.6797349)"
1,,19.10355685,72.85273761401777,Amba Bhavan ,,wikivoyage,red, , ,Eat_Udupi restaurant,,"(19.10355685, 72.85273761401777)",,,,,,,,,"(19.10355685, 72.85273761401777)"
0,,26.309018700000003,82.73223612597997,Anand Bhavan ,,wikivoyage,red, , ,Eat_Udupi restaurant,,"(26.309018700000003, 82.73223612597997)",,,,,,,,,"(26.309018700000003, 82.73223612597997)"
1,,47.232071,-55.3620262,Garnish ,,wikivoyage,red, , ,Eat_Indian Chinese,"New place with Chinese, South Indian food.","(47.232071, -55.3620262)",,,,,,,,,"(47.232071, -55.3620262)"
0,,-29.5697885,30.3548215,Chinaman ,,wikivoyage,red, , ,Eat_Indian Chinese,Great Chinese resto at a purely reasonable rate.,"(-29.5697885, 30.3548215)",,,,,,,,,"(-29.5697885, 30.3548215)"
0,,-23.2272929,-47.4753992,Classic ,,wikivoyage,red, , ,Eat_Fast food,,"(-23.2272929, -47.4753992)",,,,,,,,,"(-23.2272929, -47.4753992)"
2,,19.0316,72.84192,Diwa Maharashtracha ,,wikivoyage,red,"Kataria Marg, Takandas Kataria Marg, Dadar(W) ", ,Eat_Authentic Marathi cuisine,,"(19.0316, 72.84192)",,,,,,,,,"(19.0316, 72.84192)"
1,,19.02294,72.83861,Dattatray ,,wikivoyage,red,"Ranade-Gokhale Road Junction, Dadar(W) ", ,Eat_Authentic Marathi cuisine,,"(19.02294, 72.83861)",,,,,,,,,"(19.02294, 72.83861)"
0,,19.02516,72.84021,Aaswad ,,wikivoyage,red,"Opp. Sena Bhavan, Shivaji Park, Dadar(W) ", ,Eat_Authentic Marathi cuisine,,"(19.02516, 72.84021)",,,,,,,,,"(19.02516, 72.84021)"
1,,41.241167,-81.552618,Peninsula ,,wikivoyage,red, , ,Eat,,"(41.241167, -81.552618)",,,,,,,,,"(41.241167, -81.552618)"
0,,19.132768149999997,72.82801435191745,Guru kripa ,,wikivoyage,red, , ,Eat,,"(19.132768149999997, 72.82801435191745)",,,,,,,,,"(19.132768149999997, 72.82801435191745)"
7,,19.01726,72.84691,Benaras Silk House ,,wikivoyage,red,"Dr Baba Saheb Ambedkar Rd, Mahavir Nagar, Hindu Colony, Dadar and Ranade Road ", ,Buy,,"(19.01726, 72.84691)",,,,,,,,,"(19.01726, 72.84691)"
6,,19.02275,72.84264,Adacks ,,wikivoyage,red,"NC Kelkar Road, Matunga West ", ,Buy,Reasonably priced shirts.,"(19.02275, 72.84264)",,,,,,,,,"(19.02275, 72.84264)"
5,,19.01971,72.841,Dadar Emporium ,,wikivoyage,red,"NC Kelkar Rd, Dadar West, Dadar ", ,Buy,For sarees and more.,"(19.01971, 72.841)",,,,,,,,,"(19.01971, 72.841)"
4,,19.02052,72.8431,Dadar (W) Flower Market ,,wikivoyage,red,"Gurunanak Marg? Tulsi Pipe Road, ", ,Buy,Visit early morning to see colourful and wholesale flower market in action,"(19.02052, 72.8431)",,,,,,,,,"(19.02052, 72.8431)"
3,,19.03072,72.85734,Secondhand books ,,wikivoyage,red,"streets of King's circle, Matunga ", ,Buy," Dirt cheap prices, but many of them are pirated and the quality of paper is not very good.","(19.03072, 72.85734)",,,,,,,,,"(19.03072, 72.85734)"
2,,19.02756,72.85076,Matunga Market ,,wikivoyage,red, , ,Buy,,"(19.02756, 72.85076)",,,,,,,,,"(19.02756, 72.85076)"
1,,19.01882,72.84176,Dadar vegetable market ,,wikivoyage,red,"Tulsi Pipe Road, Dadar West ", ,Buy, This was the heart of the city and was responsible for distributing vegetables across all of Mumbai. It is said that one can get all possible things in Dadar. It is also famous for its underworld.,"(19.01882, 72.84176)",,,,,,,,,"(19.01882, 72.84176)"
0,,19.02214,72.85604,Veermata Jijabai Technological Institute — Premier Engineering Institute ,,wikivoyage,red,"H R Mahajani Marg, Matunga East, Wadala", ,Learn,,"(19.02214, 72.85604)",,,,,,,,,"(19.02214, 72.85604)"
1,,19.02297,72.84206,Shivaji Mandir ,,wikivoyage,red,"NC Kelkar Road, Dadar ", ,Do_Theatres,Marathi plays are running in this theatre.,"(19.02297, 72.84206)",,,,,,,,,"(19.02297, 72.84206)"
0,,19.02196,72.84285,Plaza movie theatre ,,wikivoyage,red,"NC Kelkar Road, Kasar wadi, Dadar West ", ,Do_Theatres,This was damaged during the 1993 bomb blasts/riots. It has now reopened and remains one of the theatres in Mumbai that show Marathi movies.,"(19.02196, 72.84285)",,,,,,,,,"(19.02196, 72.84285)"
3,,19.026722,72.838047,Shivaji Park ,,wikivoyage,red,"Keluskar Road South, Dadar West ",http://www.shivajipark.com/ ,Do,"The park is named after the legendary 17th-century warrior king of the region, Chhatrapati Shivaji Maharaj. The park was created in 1925 by the Mumbai Municipal Corporation, in the days of the British Raj. This is the largest park in Mumbai, known for its political and social gatherings and as a cradle of the cricket religion. The walkway around the perimeter is crowded with people taking walks. The inner circumference of the park is 1.17 km - 11.29 ha in area, the ground is busy with young cricket players. Various '''attractions''' are spread over the grounds, including the Samarth Vyayam Mandir (gymnasium), Shivaji Park Nagarik Sangh (established in 1947), Shivaji Park Gymkhana (club), Children's Park, Nana-Nani Park (Grandpa and Grandma park), Scout's Pavilion (which is a popular venue for marriages), Udyan Ganesh Mandir (Ganesh temple), The Bengal Club with a small Kali shrine and a library. The walkway is lined with huge rain trees. The most prominent entrance to the park is the one on the east side, intended only for pedestrians. A bust of Meenatai Thackeray, the late wife of politician Bal Thackeray, has been placed at this entrance. A bust of Ram Ganesh Gadkari used to be present at the same spot.","(19.026722, 72.838047)",,,,,,,,,"(19.026722, 72.838047)"
